Date,Open,High,Low,Close,Vol.,Change %
28-Aug-15,14.58,15,14.58,14.75,2.23M,-0.27%
31-Aug-15,15.29,15.29,14.88,15.21,419.88K,3.12%
01-Sep-15,15,15.25,14.42,15,234.24K,-1.38%
02-Sep-15,14.83,15,14.83,14.96,3.72M,-0.27%
03-Sep-15,15.04,15.42,14.96,15,287.88K,0.27%
04-Sep-15,15.04,15.42,14.96,15,580.56K,0.00%
07-Sep-15,15.12,15.33,14.96,15,307.32K,0.00%
08-Sep-15,15,15.42,15,15.12,1.03M,0.80%
09-Sep-15,15.42,15.5,15.04,15.04,825.00K,-0.53%
10-Sep-15,15.04,15.25,15.04,15.08,414.24K,0.27%
11-Sep-15,15.12,15.42,15.12,15.17,1.29M,0.60%
14-Sep-15,15.08,15.42,15.08,15.17,658.20K,0.00%
15-Sep-15,15.17,15.42,15.17,15.21,315.48K,0.26%
16-Sep-15,15.42,16.25,15.21,15.33,250.80K,0.79%
17-Sep-15,15.42,15.75,15.42,15.42,291.00K,0.59%
18-Sep-15,15.75,15.75,15.46,15.5,159.84K,0.52%
21-Sep-15,15.54,15.62,15.42,15.5,829.44K,0.00%
22-Sep-15,15.5,15.62,15.29,15.42,235.20K,-0.52%
23-Sep-15,15.29,15.33,15.25,15.25,81.84K,-1.10%
24-Sep-15,15.33,15.42,15.25,15.29,383.40K,0.26%
25-Sep-15,15.25,15.42,15.25,15.33,308.04K,0.26%
28-Sep-15,15.42,16.08,15.33,15.42,691.68K,0.59%
29-Sep-15,15.38,15.38,15,15.25,840.24K,-1.10%
30-Sep-15,15.25,15.25,15.08,15.17,99.36K,-0.52%
01-Oct-15,15.25,15.25,15,15.17,1.28M,0.00%
02-Oct-15,15.17,15.17,14.92,15.04,1.01M,-0.86%
05-Oct-15,14.58,15,14.58,14.96,1.61M,-0.53%
06-Oct-15,14.58,14.92,14.58,14.62,7.92K,-2.27%
07-Oct-15,14.67,15.25,14.67,15.04,434.76K,2.87%
08-Oct-15,14.92,14.92,14.42,14.62,399.12K,-2.79%
09-Oct-15,14.17,14.62,14.17,14.5,685.08K,-0.82%
12-Oct-15,14.5,14.5,14.17,14.25,536.52K,-1.72%
13-Oct-15,14.17,14.17,13.33,13.88,2.95M,-2.60%
14-Oct-15,13.71,13.71,13.21,13.33,648.12K,-3.96%
15-Oct-15,13.38,14.17,13.38,13.71,454.80K,2.85%
